energy_consumption_kwh,hour,client_id,date,ext_dev_ref,energy_consumption,resolution,date_dt,timestamp_local,timestamp_utc,location_id,meter_id,year,month,day,hour_of_day,day_of_week,quarter,is_weekend,season,time_period,load_period,data_quality_flag,daily_total_kwh,daily_avg_kwh,consumption_vs_daily_avg
100.0,0,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 00:00:00+02:00,2022-01-06 22:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,0.0,4.0,1.0,False,winter,off_peak,off_peak,valid,2400.0,100.0,1.0
100.0,1,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 01:00:00+02:00,2022-01-06 23:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,1.0,4.0,1.0,False,winter,off_peak,off_peak,valid,2400.0,100.0,1.0
100.0,2,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 02:00:00+02:00,2022-01-07 00:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,2.0,4.0,1.0,False,winter,off_peak,off_peak,valid,2400.0,100.0,1.0
100.0,3,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 03:00:00+02:00,2022-01-07 01:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,3.0,4.0,1.0,False,winter,off_peak,off_peak,valid,2400.0,100.0,1.0
100.0,4,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 04:00:00+02:00,2022-01-07 02:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,4.0,4.0,1.0,False,winter,off_peak,off_peak,valid,2400.0,100.0,1.0
100.0,5,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 05:00:00+02:00,2022-01-07 03:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,5.0,4.0,1.0,False,winter,off_peak,off_peak,valid,2400.0,100.0,1.0
100.0,6,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 06:00:00+02:00,2022-01-07 04:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,6.0,4.0,1.0,False,winter,off_peak,off_peak,valid,2400.0,100.0,1.0
100.0,7,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 07:00:00+02:00,2022-01-07 05:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,7.0,4.0,1.0,False,winter,peak,peak,valid,2400.0,100.0,1.0
100.0,8,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 08:00:00+02:00,2022-01-07 06:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,8.0,4.0,1.0,False,winter,peak,peak,valid,2400.0,100.0,1.0
100.0,9,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 09:00:00+02:00,2022-01-07 07:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,9.0,4.0,1.0,False,winter,peak,peak,valid,2400.0,100.0,1.0
100.0,10,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 10:00:00+02:00,2022-01-07 08:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,10.0,4.0,1.0,False,winter,peak,shoulder,valid,2400.0,100.0,1.0
100.0,11,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 11:00:00+02:00,2022-01-07 09:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,11.0,4.0,1.0,False,winter,peak,shoulder,valid,2400.0,100.0,1.0
100.0,12,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 12:00:00+02:00,2022-01-07 10:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,12.0,4.0,1.0,False,winter,peak,shoulder,valid,2400.0,100.0,1.0
100.0,13,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 13:00:00+02:00,2022-01-07 11:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,13.0,4.0,1.0,False,winter,peak,shoulder,valid,2400.0,100.0,1.0
100.0,14,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 14:00:00+02:00,2022-01-07 12:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,14.0,4.0,1.0,False,winter,peak,shoulder,valid,2400.0,100.0,1.0
100.0,15,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 15:00:00+02:00,2022-01-07 13:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,15.0,4.0,1.0,False,winter,peak,shoulder,valid,2400.0,100.0,1.0
100.0,16,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 16:00:00+02:00,2022-01-07 14:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,16.0,4.0,1.0,False,winter,peak,shoulder,valid,2400.0,100.0,1.0
100.0,17,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 17:00:00+02:00,2022-01-07 15:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,17.0,4.0,1.0,False,winter,peak,shoulder,valid,2400.0,100.0,1.0
100.0,18,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 18:00:00+02:00,2022-01-07 16:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,18.0,4.0,1.0,False,winter,peak,peak,valid,2400.0,100.0,1.0
100.0,19,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 19:00:00+02:00,2022-01-07 17:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,19.0,4.0,1.0,False,winter,peak,peak,valid,2400.0,100.0,1.0
100.0,20,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 20:00:00+02:00,2022-01-07 18:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,20.0,4.0,1.0,False,winter,peak,peak,valid,2400.0,100.0,1.0
100.0,21,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 21:00:00+02:00,2022-01-07 19:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,21.0,4.0,1.0,False,winter,peak,peak,valid,2400.0,100.0,1.0
100.0,22,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 22:00:00+02:00,2022-01-07 20:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,22.0,4.0,1.0,False,winter,peak,off_peak,valid,2400.0,100.0,1.0
100.0,23,111111,2022-01-07,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-07,2022-01-07 23:00:00+02:00,2022-01-07 21:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,7.0,23.0,4.0,1.0,False,winter,off_peak,off_peak,valid,2400.0,100.0,1.0
100.0,0,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 00:00:00+02:00,2022-01-07 22:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,0.0,5.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,1,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 01:00:00+02:00,2022-01-07 23:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,1.0,5.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,2,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 02:00:00+02:00,2022-01-08 00:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,2.0,5.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,3,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 03:00:00+02:00,2022-01-08 01:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,3.0,5.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,4,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 04:00:00+02:00,2022-01-08 02:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,4.0,5.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,5,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 05:00:00+02:00,2022-01-08 03:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,5.0,5.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,6,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 06:00:00+02:00,2022-01-08 04:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,6.0,5.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,7,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 07:00:00+02:00,2022-01-08 05:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,7.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,8,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 08:00:00+02:00,2022-01-08 06:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,8.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,9,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 09:00:00+02:00,2022-01-08 07:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,9.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,10,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 10:00:00+02:00,2022-01-08 08:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,10.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,11,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 11:00:00+02:00,2022-01-08 09:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,11.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,12,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 12:00:00+02:00,2022-01-08 10:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,12.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,13,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 13:00:00+02:00,2022-01-08 11:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,13.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,14,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 14:00:00+02:00,2022-01-08 12:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,14.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,15,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 15:00:00+02:00,2022-01-08 13:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,15.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,16,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 16:00:00+02:00,2022-01-08 14:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,16.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,17,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 17:00:00+02:00,2022-01-08 15:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,17.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,18,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 18:00:00+02:00,2022-01-08 16:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,18.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,19,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 19:00:00+02:00,2022-01-08 17:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,19.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,20,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 20:00:00+02:00,2022-01-08 18:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,20.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,21,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 21:00:00+02:00,2022-01-08 19:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,21.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,22,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 22:00:00+02:00,2022-01-08 20:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,22.0,5.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,23,111111,2022-01-08,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-08,2022-01-08 23:00:00+02:00,2022-01-08 21:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,8.0,23.0,5.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,0,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 00:00:00+02:00,2022-01-08 22:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,0.0,6.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,1,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 01:00:00+02:00,2022-01-08 23:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,1.0,6.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,2,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 02:00:00+02:00,2022-01-09 00:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,2.0,6.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,3,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 03:00:00+02:00,2022-01-09 01:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,3.0,6.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,4,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 04:00:00+02:00,2022-01-09 02:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,4.0,6.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,5,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 05:00:00+02:00,2022-01-09 03:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,5.0,6.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,6,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 06:00:00+02:00,2022-01-09 04:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,6.0,6.0,1.0,True,winter,off_peak,weekend,valid,2400.0,100.0,1.0
100.0,7,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 07:00:00+02:00,2022-01-09 05:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,7.0,6.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,8,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 08:00:00+02:00,2022-01-09 06:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,8.0,6.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,9,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 09:00:00+02:00,2022-01-09 07:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,9.0,6.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,10,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 10:00:00+02:00,2022-01-09 08:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,10.0,6.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,11,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 11:00:00+02:00,2022-01-09 09:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,11.0,6.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,12,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 12:00:00+02:00,2022-01-09 10:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,12.0,6.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,13,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 13:00:00+02:00,2022-01-09 11:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,13.0,6.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,14,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 14:00:00+02:00,2022-01-09 12:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,14.0,6.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
100.0,15,111111,2022-01-09,ext_device_1,"[100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.]",60min,2022-01-09,2022-01-09 15:00:00+02:00,2022-01-09 13:00:00+00:00,Europe/Vilnius,ext_device_1,2022.0,1.0,9.0,15.0,6.0,1.0,True,winter,peak,weekend,valid,2400.0,100.0,1.0
